secid,date,spot_price,ticker
109820.0,2022-01-03,477.71,SPY
109820.0,2022-01-04,477.55,SPY
109820.0,2022-01-05,468.38,SPY
109820.0,2022-01-06,467.94,SPY
109820.0,2022-01-07,466.09,SPY
109820.0,2022-01-10,465.51,SPY
109820.0,2022-01-11,469.75,SPY
109820.0,2022-01-12,471.02,SPY
109820.0,2022-01-13,464.53,SPY
109820.0,2022-01-14,464.72,SPY
109820.0,2022-01-18,456.49,SPY
109820.0,2022-01-19,451.75,SPY
109820.0,2022-01-20,446.75,SPY
109820.0,2022-01-21,437.98,SPY
109820.0,2022-01-24,439.84,SPY
109820.0,2022-01-25,434.47,SPY
109820.0,2022-01-26,433.38,SPY
109820.0,2022-01-27,431.24,SPY
109820.0,2022-01-28,441.95,SPY
109820.0,2022-01-31,449.91,SPY
109820.0,2022-02-01,452.95,SPY
109820.0,2022-02-02,457.35,SPY
109820.0,2022-02-03,446.6,SPY
109820.0,2022-02-04,448.7,SPY
109820.0,2022-02-07,447.26,SPY
109820.0,2022-02-08,450.94,SPY
109820.0,2022-02-09,457.54,SPY
109820.0,2022-02-10,449.32,SPY
109820.0,2022-02-11,440.46,SPY
109820.0,2022-02-14,439.02,SPY
109820.0,2022-02-15,446.1,SPY
109820.0,2022-02-16,446.6,SPY
109820.0,2022-02-17,437.06,SPY
109820.0,2022-02-18,434.23,SPY
109820.0,2022-02-22,429.57,SPY
109820.0,2022-02-23,421.95,SPY
109820.0,2022-02-24,428.3,SPY
109820.0,2022-02-25,437.75,SPY
109820.0,2022-02-28,436.63,SPY
109820.0,2022-03-01,429.98,SPY
109820.0,2022-03-02,437.89,SPY
109820.0,2022-03-03,435.71,SPY
109820.0,2022-03-04,432.17,SPY
109820.0,2022-03-07,419.43,SPY
109820.0,2022-03-08,416.25,SPY
109820.0,2022-03-09,427.41,SPY
109820.0,2022-03-10,425.48,SPY
109820.0,2022-03-11,420.07,SPY
109820.0,2022-03-14,417.0,SPY
109820.0,2022-03-15,426.17,SPY
109820.0,2022-03-16,435.62,SPY
109820.0,2022-03-17,441.07,SPY
109820.0,2022-03-18,444.52,SPY
109820.0,2022-03-21,444.39,SPY
109820.0,2022-03-22,449.59,SPY
109820.0,2022-03-23,443.8,SPY
109820.0,2022-03-24,450.49,SPY
109820.0,2022-03-25,452.69,SPY
109820.0,2022-03-28,455.91,SPY
109820.0,2022-03-29,461.55,SPY
109820.0,2022-03-30,458.7,SPY
109820.0,2022-03-31,451.64,SPY
109820.0,2022-04-01,452.92,SPY
109820.0,2022-04-04,456.8,SPY
109820.0,2022-04-05,451.03,SPY
109820.0,2022-04-06,446.52,SPY
109820.0,2022-04-07,448.77,SPY
109820.0,2022-04-08,447.57,SPY
109820.0,2022-04-11,439.92,SPY
109820.0,2022-04-12,438.29,SPY
109820.0,2022-04-13,443.31,SPY
109820.0,2022-04-14,437.79,SPY
109820.0,2022-04-18,437.97,SPY
109820.0,2022-04-19,445.04,SPY
109820.0,2022-04-20,444.71,SPY
109820.0,2022-04-21,438.06,SPY
109820.0,2022-04-22,426.04,SPY
109820.0,2022-04-25,428.51,SPY
109820.0,2022-04-26,416.1,SPY
109820.0,2022-04-27,417.27,SPY
109820.0,2022-04-28,427.81,SPY
109820.0,2022-04-29,412.0,SPY
109820.0,2022-05-02,414.48,SPY
109820.0,2022-05-03,416.38,SPY
109820.0,2022-05-04,429.06,SPY
109820.0,2022-05-05,413.81,SPY
109820.0,2022-05-06,411.34,SPY
109820.0,2022-05-09,398.17,SPY
109820.0,2022-05-10,399.09,SPY
109820.0,2022-05-11,392.75,SPY
109820.0,2022-05-12,392.34,SPY
109820.0,2022-05-13,401.72,SPY
109820.0,2022-05-16,400.09,SPY
109820.0,2022-05-17,408.32,SPY
109820.0,2022-05-18,391.86,SPY
109820.0,2022-05-19,389.46,SPY
109820.0,2022-05-20,389.63,SPY
109820.0,2022-05-23,396.92,SPY
109820.0,2022-05-24,393.89,SPY
109820.0,2022-05-25,397.37,SPY
109820.0,2022-05-26,405.31,SPY
109820.0,2022-05-27,415.26,SPY
109820.0,2022-05-31,412.93,SPY
109820.0,2022-06-01,409.59,SPY
109820.0,2022-06-02,417.39,SPY
109820.0,2022-06-03,410.54,SPY
109820.0,2022-06-06,411.79,SPY
109820.0,2022-06-07,415.74,SPY
109820.0,2022-06-08,411.22,SPY
109820.0,2022-06-09,401.44,SPY
109820.0,2022-06-10,389.8,SPY
109820.0,2022-06-13,375.0,SPY
109820.0,2022-06-14,373.87,SPY
109820.0,2022-06-15,379.2,SPY
109820.0,2022-06-16,366.65,SPY
109820.0,2022-06-17,365.86,SPY
109820.0,2022-06-21,375.07,SPY
109820.0,2022-06-22,374.39,SPY
109820.0,2022-06-23,378.06,SPY
109820.0,2022-06-24,390.08,SPY
109820.0,2022-06-27,388.59,SPY
109820.0,2022-06-28,380.65,SPY
109820.0,2022-06-29,380.34,SPY
109820.0,2022-06-30,377.25,SPY
109820.0,2022-07-01,381.24,SPY
109820.0,2022-07-05,381.96,SPY
109820.0,2022-07-06,383.25,SPY
109820.0,2022-07-07,388.99,SPY
109820.0,2022-07-08,388.67,SPY
109820.0,2022-07-11,384.23,SPY
109820.0,2022-07-12,380.83,SPY
109820.0,2022-07-13,378.83,SPY
109820.0,2022-07-14,377.91,SPY
109820.0,2022-07-15,385.13,SPY
109820.0,2022-07-18,381.95,SPY
109820.0,2022-07-19,392.27,SPY
109820.0,2022-07-20,394.77,SPY
109820.0,2022-07-21,398.79,SPY
109820.0,2022-07-22,395.09,SPY
109820.0,2022-07-25,395.57,SPY
109820.0,2022-07-26,390.89,SPY
109820.0,2022-07-27,401.04,SPY
109820.0,2022-07-28,406.07,SPY
109820.0,2022-07-29,411.99,SPY
109820.0,2022-08-01,410.77,SPY
109820.0,2022-08-02,408.06,SPY
109820.0,2022-08-03,414.45,SPY
109820.0,2022-08-04,414.17,SPY
109820.0,2022-08-05,413.47,SPY
109820.0,2022-08-08,412.99,SPY
109820.0,2022-08-09,411.35,SPY
109820.0,2022-08-10,419.99,SPY
109820.0,2022-08-11,419.99,SPY
109820.0,2022-08-12,427.1,SPY
109820.0,2022-08-15,428.86,SPY
109820.0,2022-08-16,429.7,SPY
109820.0,2022-08-17,426.65,SPY
109820.0,2022-08-18,427.89,SPY
109820.0,2022-08-19,422.14,SPY
109820.0,2022-08-22,413.35,SPY
109820.0,2022-08-23,412.35,SPY
109820.0,2022-08-24,413.67,SPY
109820.0,2022-08-25,419.51,SPY
109820.0,2022-08-26,405.31,SPY
109820.0,2022-08-29,402.63,SPY
109820.0,2022-08-30,398.21,SPY
109820.0,2022-08-31,395.18,SPY
109820.0,2022-09-01,396.42,SPY
109820.0,2022-09-02,392.24,SPY
109820.0,2022-09-06,390.76,SPY
109820.0,2022-09-07,397.78,SPY
109820.0,2022-09-08,400.38,SPY
109820.0,2022-09-09,406.6,SPY
109820.0,2022-09-12,410.97,SPY
109820.0,2022-09-13,393.1,SPY
109820.0,2022-09-14,394.6,SPY
109820.0,2022-09-15,390.12,SPY
109820.0,2022-09-16,385.56,SPY
109820.0,2022-09-19,388.55,SPY
109820.0,2022-09-20,384.09,SPY
109820.0,2022-09-21,377.39,SPY
109820.0,2022-09-22,374.22,SPY
109820.0,2022-09-23,367.95,SPY
109820.0,2022-09-26,364.31,SPY
109820.0,2022-09-27,363.38,SPY
109820.0,2022-09-28,370.53,SPY
109820.0,2022-09-29,362.79,SPY
109820.0,2022-09-30,357.18,SPY
109820.0,2022-10-03,366.61,SPY
109820.0,2022-10-04,377.97,SPY
109820.0,2022-10-05,377.09,SPY
109820.0,2022-10-06,373.2,SPY
109820.0,2022-10-07,362.79,SPY
109820.0,2022-10-10,360.02,SPY
109820.0,2022-10-11,357.74,SPY
109820.0,2022-10-12,356.56,SPY
109820.0,2022-10-13,365.97,SPY
109820.0,2022-10-14,357.63,SPY
109820.0,2022-10-17,366.82,SPY
109820.0,2022-10-18,371.13,SPY
109820.0,2022-10-19,368.5,SPY
109820.0,2022-10-20,365.41,SPY
109820.0,2022-10-21,374.29,SPY
109820.0,2022-10-24,378.87,SPY
109820.0,2022-10-25,384.92,SPY
109820.0,2022-10-26,382.02,SPY
109820.0,2022-10-27,379.98,SPY
109820.0,2022-10-28,389.02,SPY
109820.0,2022-10-31,386.21,SPY
109820.0,2022-11-01,384.52,SPY
109820.0,2022-11-02,374.87,SPY
109820.0,2022-11-03,371.01,SPY
109820.0,2022-11-04,376.35,SPY
109820.0,2022-11-07,379.95,SPY
109820.0,2022-11-08,382.0,SPY
109820.0,2022-11-09,374.13,SPY
109820.0,2022-11-10,394.69,SPY
109820.0,2022-11-11,398.51,SPY
109820.0,2022-11-14,395.12,SPY
109820.0,2022-11-15,398.49,SPY
109820.0,2022-11-16,395.45,SPY
109820.0,2022-11-17,394.24,SPY
109820.0,2022-11-18,396.03,SPY
109820.0,2022-11-21,394.59,SPY
109820.0,2022-11-22,399.9,SPY
109820.0,2022-11-23,402.42,SPY
109820.0,2022-11-25,402.33,SPY
109820.0,2022-11-28,395.91,SPY
109820.0,2022-11-29,395.23,SPY
109820.0,2022-11-30,407.68,SPY
109820.0,2022-12-01,407.38,SPY
109820.0,2022-12-02,406.91,SPY
109820.0,2022-12-05,399.59,SPY
109820.0,2022-12-06,393.83,SPY
109820.0,2022-12-07,393.16,SPY
109820.0,2022-12-08,396.24,SPY
109820.0,2022-12-09,393.28,SPY
109820.0,2022-12-12,398.95,SPY
109820.0,2022-12-13,401.97,SPY
109820.0,2022-12-14,399.4,SPY
109820.0,2022-12-15,389.63,SPY
109820.0,2022-12-16,383.27,SPY
109820.0,2022-12-19,380.02,SPY
109820.0,2022-12-20,380.54,SPY
109820.0,2022-12-21,386.23,SPY
109820.0,2022-12-22,380.72,SPY
109820.0,2022-12-23,382.91,SPY
109820.0,2022-12-27,381.4,SPY
109820.0,2022-12-28,376.66,SPY
109820.0,2022-12-29,383.44,SPY
109820.0,2022-12-30,382.43,SPY
109820.0,2023-01-03,380.82,SPY
109820.0,2023-01-04,383.76,SPY
109820.0,2023-01-05,379.38,SPY
109820.0,2023-01-06,388.08,SPY
109820.0,2023-01-09,387.86,SPY
109820.0,2023-01-10,390.58,SPY
109820.0,2023-01-11,395.52,SPY
109820.0,2023-01-12,396.96,SPY
109820.0,2023-01-13,398.5,SPY
109820.0,2023-01-17,397.77,SPY
109820.0,2023-01-18,391.49,SPY
109820.0,2023-01-19,388.64,SPY
109820.0,2023-01-20,395.88,SPY
109820.0,2023-01-23,400.63,SPY
109820.0,2023-01-24,400.2,SPY
109820.0,2023-01-25,400.35,SPY
109820.0,2023-01-26,404.75,SPY
109820.0,2023-01-27,405.68,SPY
109820.0,2023-01-30,400.59,SPY
109820.0,2023-01-31,406.48,SPY
109820.0,2023-02-01,410.8,SPY
109820.0,2023-02-02,416.78,SPY
109820.0,2023-02-03,412.35,SPY
109820.0,2023-02-06,409.83,SPY
109820.0,2023-02-07,415.19,SPY
109820.0,2023-02-08,410.65,SPY
109820.0,2023-02-09,407.09,SPY
109820.0,2023-02-10,408.04,SPY
109820.0,2023-02-13,412.83,SPY
109820.0,2023-02-14,412.64,SPY
109820.0,2023-02-15,413.98,SPY
109820.0,2023-02-16,408.28,SPY
109820.0,2023-02-17,407.26,SPY
109820.0,2023-02-21,399.09,SPY
109820.0,2023-02-22,398.54,SPY
109820.0,2023-02-23,400.66,SPY
109820.0,2023-02-24,396.38,SPY
109820.0,2023-02-27,397.73,SPY
109820.0,2023-02-28,396.26,SPY
109820.0,2023-03-01,394.74,SPY
109820.0,2023-03-02,397.81,SPY
109820.0,2023-03-03,404.19,SPY
109820.0,2023-03-06,404.47,SPY
109820.0,2023-03-07,398.27,SPY
109820.0,2023-03-08,398.92,SPY
109820.0,2023-03-09,391.56,SPY
109820.0,2023-03-10,385.91,SPY
109820.0,2023-03-13,385.36,SPY
109820.0,2023-03-14,391.73,SPY
109820.0,2023-03-15,389.28,SPY
109820.0,2023-03-16,396.11,SPY
109820.0,2023-03-17,389.99,SPY
109820.0,2023-03-20,393.74,SPY
109820.0,2023-03-21,398.91,SPY
109820.0,2023-03-22,392.11,SPY
109820.0,2023-03-23,393.17,SPY
109820.0,2023-03-24,395.75,SPY
109820.0,2023-03-27,396.49,SPY
109820.0,2023-03-28,395.6,SPY
109820.0,2023-03-29,401.35,SPY
109820.0,2023-03-30,403.7,SPY
109820.0,2023-03-31,409.39,SPY
109820.0,2023-04-03,410.95,SPY
109820.0,2023-04-04,408.67,SPY
109820.0,2023-04-05,407.6,SPY
109820.0,2023-04-06,409.19,SPY
109820.0,2023-04-10,409.61,SPY
109820.0,2023-04-11,409.72,SPY
109820.0,2023-04-12,408.05,SPY
109820.0,2023-04-13,413.47,SPY
109820.0,2023-04-14,412.46,SPY
109820.0,2023-04-17,413.94,SPY
109820.0,2023-04-18,414.21,SPY
109820.0,2023-04-19,414.14,SPY
109820.0,2023-04-20,411.88,SPY
109820.0,2023-04-21,412.2,SPY
109820.0,2023-04-24,412.63,SPY
109820.0,2023-04-25,406.08,SPY
109820.0,2023-04-26,404.36,SPY
109820.0,2023-04-27,412.41,SPY
109820.0,2023-04-28,415.93,SPY
109820.0,2023-05-01,415.51,SPY
109820.0,2023-05-02,410.84,SPY
109820.0,2023-05-03,408.02,SPY
109820.0,2023-05-04,405.13,SPY
109820.0,2023-05-05,412.63,SPY
109820.0,2023-05-08,412.74,SPY
109820.0,2023-05-09,410.93,SPY
109820.0,2023-05-10,412.85,SPY
109820.0,2023-05-11,412.13,SPY
109820.0,2023-05-12,411.59,SPY
109820.0,2023-05-15,413.01,SPY
109820.0,2023-05-16,410.25,SPY
109820.0,2023-05-17,415.23,SPY
109820.0,2023-05-18,419.23,SPY
109820.0,2023-05-19,418.62,SPY
109820.0,2023-05-22,418.79,SPY
109820.0,2023-05-23,414.09,SPY
109820.0,2023-05-24,411.09,SPY
109820.0,2023-05-25,414.65,SPY
109820.0,2023-05-26,420.02,SPY
109820.0,2023-05-30,420.18,SPY
109820.0,2023-05-31,417.85,SPY
109820.0,2023-06-01,421.82,SPY
109820.0,2023-06-02,427.92,SPY
109820.0,2023-06-05,427.1,SPY
109820.0,2023-06-06,428.03,SPY
109820.0,2023-06-07,426.55,SPY
109820.0,2023-06-08,429.13,SPY
109820.0,2023-06-09,429.9,SPY
109820.0,2023-06-12,433.8,SPY
109820.0,2023-06-13,436.66,SPY
109820.0,2023-06-14,437.18,SPY
109820.0,2023-06-15,442.6,SPY
109820.0,2023-06-16,439.46,SPY
109820.0,2023-06-20,437.18,SPY
109820.0,2023-06-21,434.94,SPY
109820.0,2023-06-22,436.51,SPY
109820.0,2023-06-23,433.21,SPY
109820.0,2023-06-26,431.44,SPY
109820.0,2023-06-27,436.17,SPY
109820.0,2023-06-28,436.39,SPY
109820.0,2023-06-29,438.11,SPY
109820.0,2023-06-30,443.28,SPY
109820.0,2023-07-03,443.79,SPY
109820.0,2023-07-05,443.13,SPY
109820.0,2023-07-06,439.66,SPY
109820.0,2023-07-07,438.55,SPY
109820.0,2023-07-10,439.66,SPY
109820.0,2023-07-11,442.46,SPY
109820.0,2023-07-12,446.02,SPY
109820.0,2023-07-13,449.56,SPY
109820.0,2023-07-14,449.28,SPY
109820.0,2023-07-17,450.84,SPY
109820.0,2023-07-18,454.19,SPY
109820.0,2023-07-19,455.2,SPY
109820.0,2023-07-20,452.18,SPY
109820.0,2023-07-21,452.18,SPY
109820.0,2023-07-24,454.2,SPY
109820.0,2023-07-25,455.44,SPY
109820.0,2023-07-26,455.51,SPY
109820.0,2023-07-27,452.49,SPY
109820.0,2023-07-28,456.92,SPY
109820.0,2023-07-31,457.79,SPY
109820.0,2023-08-01,456.48,SPY
109820.0,2023-08-02,450.13,SPY
109820.0,2023-08-03,448.84,SPY
109820.0,2023-08-04,446.81,SPY
109820.0,2023-08-07,450.71,SPY
109820.0,2023-08-08,448.75,SPY
109820.0,2023-08-09,445.75,SPY
109820.0,2023-08-10,445.91,SPY
109820.0,2023-08-11,445.65,SPY
109820.0,2023-08-14,448.11,SPY
109820.0,2023-08-15,442.89,SPY
109820.0,2023-08-16,439.64,SPY
109820.0,2023-08-17,436.29,SPY
109820.0,2023-08-18,436.5,SPY
109820.0,2023-08-21,439.34,SPY
109820.0,2023-08-22,438.15,SPY
109820.0,2023-08-23,443.03,SPY
109820.0,2023-08-24,436.89,SPY
109820.0,2023-08-25,439.97,SPY
109820.0,2023-08-28,442.76,SPY
109820.0,2023-08-29,449.16,SPY
109820.0,2023-08-30,451.01,SPY
109820.0,2023-08-31,450.35,SPY
109820.0,2023-09-01,451.19,SPY
109820.0,2023-09-05,449.24,SPY
109820.0,2023-09-06,446.22,SPY
109820.0,2023-09-07,444.85,SPY
109820.0,2023-09-08,445.52,SPY
109820.0,2023-09-11,448.45,SPY
109820.0,2023-09-12,445.99,SPY
109820.0,2023-09-13,446.51,SPY
109820.0,2023-09-14,450.36,SPY
109820.0,2023-09-15,443.37,SPY
109820.0,2023-09-18,443.63,SPY
109820.0,2023-09-19,442.71,SPY
109820.0,2023-09-20,438.64,SPY
109820.0,2023-09-21,431.39,SPY
109820.0,2023-09-22,430.42,SPY
109820.0,2023-09-25,432.23,SPY
109820.0,2023-09-26,425.88,SPY
109820.0,2023-09-27,426.05,SPY
109820.0,2023-09-28,428.52,SPY
109820.0,2023-09-29,427.48,SPY
109820.0,2023-10-02,427.31,SPY
109820.0,2023-10-03,421.59,SPY
109820.0,2023-10-04,424.66,SPY
109820.0,2023-10-05,424.5,SPY
109820.0,2023-10-06,429.54,SPY
109820.0,2023-10-09,432.29,SPY
109820.0,2023-10-10,434.54,SPY
109820.0,2023-10-11,436.32,SPY
109820.0,2023-10-12,433.66,SPY
109820.0,2023-10-13,431.5,SPY
109820.0,2023-10-16,436.04,SPY
109820.0,2023-10-17,436.02,SPY
109820.0,2023-10-18,430.21,SPY
109820.0,2023-10-19,426.43,SPY
109820.0,2023-10-20,421.19,SPY
109820.0,2023-10-23,420.46,SPY
109820.0,2023-10-24,423.63,SPY
109820.0,2023-10-25,417.55,SPY
109820.0,2023-10-26,412.55,SPY
109820.0,2023-10-27,410.68,SPY
109820.0,2023-10-30,415.59,SPY
109820.0,2023-10-31,418.2,SPY
109820.0,2023-11-01,422.66,SPY
109820.0,2023-11-02,430.76,SPY
109820.0,2023-11-03,434.69,SPY
109820.0,2023-11-06,435.69,SPY
109820.0,2023-11-07,436.93,SPY
109820.0,2023-11-08,437.25,SPY
109820.0,2023-11-09,433.84,SPY
109820.0,2023-11-10,440.61,SPY
109820.0,2023-11-13,440.19,SPY
109820.0,2023-11-14,448.73,SPY
109820.0,2023-11-15,449.68,SPY
109820.0,2023-11-16,450.23,SPY
109820.0,2023-11-17,450.79,SPY
109820.0,2023-11-20,454.26,SPY
109820.0,2023-11-21,453.27,SPY
109820.0,2023-11-22,455.02,SPY
109820.0,2023-11-24,455.3,SPY
109820.0,2023-11-27,454.48,SPY
109820.0,2023-11-28,454.93,SPY
109820.0,2023-11-29,454.61,SPY
109820.0,2023-11-30,456.4,SPY
109820.0,2023-12-01,459.1,SPY
109820.0,2023-12-04,456.69,SPY
109820.0,2023-12-05,456.6,SPY
109820.0,2023-12-06,454.76,SPY
109820.0,2023-12-07,458.23,SPY
109820.0,2023-12-08,460.2,SPY
109820.0,2023-12-11,461.99,SPY
109820.0,2023-12-12,464.1,SPY
109820.0,2023-12-13,470.5,SPY
109820.0,2023-12-14,472.01,SPY
109820.0,2023-12-15,469.33,SPY
109820.0,2023-12-18,471.97,SPY
109820.0,2023-12-19,474.84,SPY
109820.0,2023-12-20,468.26,SPY
109820.0,2023-12-21,472.7,SPY
109820.0,2023-12-22,473.65,SPY
109820.0,2023-12-26,475.65,SPY
109820.0,2023-12-27,476.51,SPY
109820.0,2023-12-28,476.69,SPY
109820.0,2023-12-29,475.31,SPY
109820.0,2024-01-02,472.65,SPY
109820.0,2024-01-03,468.79,SPY
109820.0,2024-01-04,467.28,SPY
109820.0,2024-01-05,467.92,SPY
109820.0,2024-01-08,474.6,SPY
109820.0,2024-01-09,473.88,SPY
109820.0,2024-01-10,476.56,SPY
109820.0,2024-01-11,476.35,SPY
109820.0,2024-01-12,476.68,SPY
109820.0,2024-01-16,474.93,SPY
109820.0,2024-01-17,472.29,SPY
109820.0,2024-01-18,476.49,SPY
109820.0,2024-01-19,482.43,SPY
109820.0,2024-01-22,483.45,SPY
109820.0,2024-01-23,484.86,SPY
109820.0,2024-01-24,485.39,SPY
109820.0,2024-01-25,488.03,SPY
109820.0,2024-01-26,487.41,SPY
109820.0,2024-01-29,491.27,SPY
109820.0,2024-01-30,490.89,SPY
109820.0,2024-01-31,482.88,SPY
109820.0,2024-02-01,489.2,SPY
109820.0,2024-02-02,494.35,SPY
109820.0,2024-02-05,492.55,SPY
109820.0,2024-02-06,493.98,SPY
109820.0,2024-02-07,498.1,SPY
109820.0,2024-02-08,498.32,SPY
109820.0,2024-02-09,501.2,SPY
109820.0,2024-02-12,500.98,SPY
109820.0,2024-02-13,494.08,SPY
109820.0,2024-02-14,498.57,SPY
109820.0,2024-02-15,502.01,SPY
109820.0,2024-02-16,499.51,SPY
109820.0,2024-02-20,496.76,SPY
109820.0,2024-02-21,497.21,SPY
109820.0,2024-02-22,507.5,SPY
109820.0,2024-02-23,507.85,SPY
109820.0,2024-02-26,505.99,SPY
109820.0,2024-02-27,506.93,SPY
109820.0,2024-02-28,506.26,SPY
109820.0,2024-02-29,508.08,SPY
109820.0,2024-03-01,512.85,SPY
109820.0,2024-03-04,512.3,SPY
109820.0,2024-03-05,507.18,SPY
109820.0,2024-03-06,509.75,SPY
109820.0,2024-03-07,514.81,SPY
109820.0,2024-03-08,511.72,SPY
109820.0,2024-03-11,511.28,SPY
109820.0,2024-03-12,516.78,SPY
109820.0,2024-03-13,515.97,SPY
109820.0,2024-03-14,514.95,SPY
109820.0,2024-03-15,509.83,SPY
109820.0,2024-03-18,512.86,SPY
109820.0,2024-03-19,515.71,SPY
109820.0,2024-03-20,520.48,SPY
109820.0,2024-03-21,522.2,SPY
109820.0,2024-03-22,521.21,SPY
